Type,ID,Title,Image,Ingredients,Steps
Extracted,1,Vegan Blueberry Cornmeal Waffles,https://upcdn.io/W142hmp/recipe/uploads/2023/04/19/corn-waffles-3pC2.jpg.webp.crop
